"plantbarcode","genotype","Subpop.","Exp","treatment","image_id","Average.Root.Width..Diameter.","Network.Bushiness","Network.Depth","Ellipse.Axes.Ratio","Network.Length.Distribution","Major.Ellipse.Axis","Maximum.Number.of.Roots","Network.Width","Median.Number.of.Roots","Minor.Ellipse.Axis","Network.Area","Network.Convex.Area","Network.Perimeter","Network.Solidity","Specific.Root.Length","Network.Surface.Area","Network.Length","Network.Volume","Network.Width.to.Depth.Ratio","Average.Root.Width..Diameter._Excised","Network.Bushiness_Excised","Network.Depth_Excised","Ellipse.Axes.Ratio_Excised","Network.Length.Distribution_Excised","Major.Ellipse.Axis_Excised","Maximum.Number.of.Roots_Excised","Network.Width_Excised","Median.Number.of.Roots_Excised","Minor.Ellipse.Axis_Excised","Network.Area_Excised","Network.Convex.Area_Excised","Network.Perimeter_Excised","Network.Solidity_Excised","Specific.Root.Length_Excised","Network.Surface.Area_Excised","Network.Length_Excised","Network.Volume_Excised","Network.Width.to.Depth.Ratio_Excised"
"Ea003AD019713","P39","sweet","LT1b",25,546,0.131145997,1.4,38.02739726,0.162454236,0.687270052,39.9036849,7,7.575342466,5,6.482522632,35.01670107,198.303434,642.0821918,0.176581415,49.77233951,155.2985324,376.9315068,7.573112105,0.199207493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea004AA019724","Il14H","sweet","LT1b",100,580,0.264911649,1.6,40.12328767,0.195678511,0.375214811,35.78623519,16,8.383561644,10,7.002597225,129.1354851,293.6956277,1379.465753,0.439691548,7.001943426,884.9609074,1063.342466,151.8639042,0.208945032,0.113561938,1.5,18.53424658,0.136120236,0.732773109,19.01073695,3,1.863013699,2,2.587745995,5.316569713,40.9946519,113.3287671,0.129689349,76.49150484,20.13524994,56.43835616,0.737838225,0.100517369
"Ea004AA019725","Il14H","sweet","LT1b",100,715,0.3193932,1.5,36.30136986,0.155784902,0.263618301,34.22069396,9,7.520547945,6,5.331067454,87.77838244,253.6455245,742.9315068,0.346067145,4.609964619,629.4087937,627.2739726,136.0691512,0.207169811,0.095008905,3,23.26027397,0.070726538,0.178257934,24.21374107,3,2.589041096,1,1.712554087,5.398573841,44.96340777,134.8219178,0.120065941,115.1589562,21.40055543,71.69863014,0.622605766,0.111307421
"Ea004AA019727","Il14H","sweet","LT1b",100,972,0.199956495,1.583333333,38.47945205,0.257310732,0.125435964,35.58059831,19,11.84931507,12,9.155269803,155.1321073,369.2300619,1753.589041,0.420150262,18.09737816,874.6872987,1392.410959,76.93992723,0.307938768,0.15413612,1,18.65753425,0.087754602,0.697749196,21.95679036,1,0.712328767,1,1.926809401,3.901294802,32.05516983,59.35616438,0.121705635,48.27807516,14.00295418,28.91780822,0.598984283,0.038179148
"Ea004AA019728","Il14H","sweet","LT1b",100,1101,0.290760972,1.5,38.30136986,0.234319418,0.269277588,33.9300538,15,9.739726027,10,7.950470451,149.9153687,296.1740477,1309.849315,0.506173211,6.031329689,978.2576118,1070.945205,177.5636983,0.254291846,0.111950545,1.5,16.94520548,0.252012816,0.633707865,17.224272,3,4.438356164,2,4.340737291,5.57721899,51.7524864,122.4383562,0.10776717,76.35540843,21.01545935,59.75342466,0.782569642,0.26192401
"Ea004AB019729","Il14H","sweet","LT1b",75,77,0.267744966,1.6,38.69863014,0.136239469,0.230426566,35.3455835,8,5.465753425,5,4.815463527,81.31018953,206.9074873,748.5068493,0.392978478,8.220790846,525.1398836,624.3150685,75.94343174,0.141238938,0.086706664,1,10.69863014,0.139784346,0.393564356,14.23266277,1,0.095890411,1,1.989503451,1.207731282,16.27416026,35.1369863,0.074211588,162.4567347,4.201630716,15.42465753,0.094946249,0.008962868
"Ea004AB019730","Il14H","sweet","LT1b",75,179,0.211782916,1.75,49.43835616,0.081253299,0.327131038,53.30240822,7,4.369863014,4,4.330996502,61.99437043,276.0448489,808.8356164,0.224580791,11.52320425,352.2815565,529.4794521,45.94897742,0.088390136,0.09679001,3,17.60273973,0.196383602,0.210388095,20.15781997,3,3.561643836,1,3.958665294,4.598986677,52.38975418,115.6849315,0.087784086,113.0431052,17.27811243,56.82191781,0.502657086,0.20233463
"Ea004AB019731","Il14H","sweet","LT1b",75,265,0.224313998,1.555555556,38.54794521,0.210496345,0.285628069,32.43565386,14,9.219178082,9,6.827586592,125.1315444,280.9590918,1314.150685,0.445372825,12.85906403,760.5678321,1079.273973,83.93098984,0.239161336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea004AB019732","Il14H","sweet","LT1b",75,439,0.314953083,2,39.38356164,0.149386744,0.375040884,34.8927537,8,6.356164384,4,5.212514858,71.01388628,214.5018765,668.2054795,0.331064173,4.468526089,512.8490691,518.3150685,115.9924007,0.161391304,0.092270548,2,23.54794521,0.116880251,0.222428749,24.83655717,2,2.123287671,1,2.902903043,4.217864515,47.61662601,111.4657534,0.088579659,131.0318876,15.66524249,54.04109589,0.412427058,0.090168703
"Ea004AB019733","Il14H","sweet","LT1b",75,472,0.180935924,2.25,43.50684932,0.213882711,0.121914385,38.9257848,18,12.02739726,8,8.325552382,119.3818728,405.1771439,1555.794521,0.294641182,21.18724512,653.6520803,1149.931507,54.27470632,0.276448363,0.095297075,4,20.49315068,0.161908509,0.191467647,21.32370091,4,4.808219178,1,3.452488611,5.969037343,77.74685682,157.7945205,0.076775288,98.62585032,23.93846385,79.95890411,0.81072968,0.234625668
"Ea004AC019744","Il14H","sweet","LT1b",50,630,0.170868941,1.545454545,22.82191781,0.39446504,0.167715552,21.13879659,17,9.808219178,11,8.338516233,66.20848189,199.211672,995.3561644,0.332352423,21.19567465,377.9443968,704.0684932,33.21755523,0.429771909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea004AC019745","Il14H","sweet","LT1b",50,768,0.169646936,1.428571429,26.61643836,0.46414523,0.22209578,21.66919054,20,10.67123288,14,10.05765142,102.9868643,242.4895853,1434.205479,0.42470634,25.90717108,564.5158139,1059.205479,40.88464449,0.400926403,0.093994448,1,18.1369863,0.133719463,0.554076539,21.51604386,1,0.561643836,1,2.877113834,2.157815725,36.53490336,55.5890411,0.059061761,137.7489319,7.556245938,25.5890411,0.185765804,0.030966767
"Ea004AC019746","Il14H","sweet","LT1b",50,846,0.212058923,1.4,40.78082192,0.088244995,0.42588002,41.96195326,7,4.534246575,5,3.702932357,56.69938075,225.7360668,631.1232877,0.25117555,15.48237116,314.9587597,472.7671233,30.53583449,0.111185758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea004AC019747","Il14H","sweet","LT1b",50,924,0.144993039,1.5,33.52054795,0.302758077,0.158677326,27.39951036,21,10.84931507,14,8.295423079,97.56577219,251.7798837,1597.465753,0.387504239,37.11340165,497.4221405,1092.013699,29.42370276,0.323661627,0.098657761,3,20.52054795,0.125960321,0.183039463,21.01575553,3,1.931506849,1,2.647151321,4.798085945,55.88844061,119.2739726,0.085851133,108.0362161,17.94694429,57.90410959,0.535969434,0.094125501
"Ea004AC019748","Il14H","sweet","LT1b",50,1076,0.224011072,1.8,38.28767123,0.131448929,0.444767881,35.07474557,9,6.01369863,5,4.610537752,62.57534247,197.0212047,709.1232877,0.317607146,10.88123301,368.4283915,523.5205479,48.11224496,0.15706619,0.099093137,2,18.34246575,0.111272265,0.403761756,19.85150726,2,0.575342466,1,2.208922183,2.667104522,31.52927378,65.10958904,0.084591372,114.6414352,9.54826984,30.67123288,0.267540552,0.031366692
"Ea004AD019749","Il14H","sweet","LT1b",25,52,0.205516385,1.75,22.39726027,0.231011557,0.398732635,21.90620502,7,9.534246575,4,5.06058653,26.04691312,146.480578,355.0958904,0.177818203,13.48645523,152.2227517,235.7671233,17.4817711,0.425688073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea004AD019750","Il14H","sweet","LT1b",25,227,0.15041194,1.75,32.64383562,0.11335451,0.287226965,29.29312907,7,5.493150685,4,3.320508301,31.74254081,130.6841809,502.5753425,0.242895051,35.51297521,150.2978738,318.0684932,8.95640231,0.168275283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea004AD019751","Il14H","sweet","LT1b",25,244,0.170178867,1.75,34.2739726,0.113847591,0.355917313,34.35398028,7,6.342465753,4,3.911117905,37.61606305,180.456277,550.9726027,0.208449735,24.75230084,192.101577,359.3150685,14.51643105,0.185051958,0.085823019,1,12.24657534,0.332423284,0.549062845,14.83892756,1,0.424657534,1,4.932805024,1.491086508,34.15481329,44.49315068,0.043656702,165.2948244,5.185586823,19.23287671,0.116354984,0.034675615
"Ea004AD019752","Il14H","sweet","LT1b",25,447,0.173540344,2,32.69863014,0.10701372,0.354921271,32.13456496,8,4.931506849,4,3.438839338,35.80803153,139.123663,517.0273973,0.257382754,21.49963095,181.870433,333.5890411,15.51603569,0.150816925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea004AD019753","Il14H","sweet","LT1b",25,537,0.163039894,1.666666667,32.69863014,0.115874469,0.39060816,36.69363194,5,6.068493151,3,4.251855105,26.83430287,192.5137925,392.4246575,0.139388989,28.56719015,126.7461628,247.4520548,8.662106894,0.185588605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea005AA019764","Mo17","nss","LT1b",100,679,0.178761125,1.428571429,41.28767123,0.248280282,0.225155446,34.68899652,20,10.47945205,14,8.612593823,134.1653218,331.3165697,1802.876712,0.404946007,21.47466037,703.3472779,1252.410959,58.32040821,0.253815528,0.129405056,2,18.57534247,0.172981832,0.223346304,19.13492008,4,1.863013699,2,3.309993526,8.898480015,55.38271721,163.4109589,0.160672507,55.25208753,34.99011072,86.06849315,1.557741924,0.100294985
"Ea005AA019765","Mo17","nss","LT1b",100,736,0.291296732,1.666666667,35.95890411,0.195851892,0.457389872,33.75195812,10,9.287671233,6,6.610384856,91.25877275,245.996247,714.3013699,0.370976281,8.545591669,532.3582404,581.7260274,68.07323003,0.258285714,0.161723685,2,17.97260274,0.219186458,0.633375474,20.09724686,2,1.356164384,1,4.405044351,4.913679865,47.29742916,72.09589041,0.103888942,41.49786434,17.98428394,35.39726027,0.852989927,0.075457317
"Ea005AA019766","Mo17","nss","LT1b",100,887,0.314152572,1.8,33.24657534,0.331657375,0.32646179,28.59430675,18,10.7260274,10,9.483512718,145.8485645,304.8174141,1252.178082,0.478478452,4.780923094,988.7375334,1001.821918,209.5457087,0.322620519,0.112365097,5,22.8630137,0.180901601,0.115847751,19.15218506,5,2.643835616,1,3.464660935,9.601801464,63.68005254,207.8219178,0.150781934,76.33424328,38.98533213,110.4383562,1.446773446,0.115638107
"Ea005AA019767","Mo17","nss","LT1b",100,986,0.18525157,1.5,33.26027397,0.324508304,0.293907333,32.28676235,18,12.15068493,12,10.47732249,104.9048602,303.1471195,1387.123288,0.346052637,19.55756934,565.4980533,971.6712329,49.68261731,0.365321252,0.102435906,2,15.5890411,0.26288576,0.635268684,16.4978557,4,3.98630137,2,4.337051335,6.386376431,65.86226309,154.5890411,0.096965639,97.25369302,23.34238305,72.53424658,0.745825113,0.255711775
"Ea005AA019768","Mo17","nss","LT1b",100,1061,0.184203938,1.333333333,40.12328767,0.270952101,0.373988706,37.07316794,20,11.19178082,15,10.04505275,139.0136986,358.4332895,1861.39726,0.387837019,18.77139785,731.0408103,1263.260274,67.29708058,0.27893479,0.182711185,2,13.78082192,0.097279553,1.267605634,15.79099212,2,1.561643836,1,1.536140661,4.141489961,22.14974667,54.50684932,0.186976855,31.85799587,15.19145144,26.46575342,0.830741316,0.11332008
"Ea005AB019769","Mo17","nss","LT1b",75,109,0.172026303,1.416666667,34.28767123,0.268305054,0.234123835,32.76559115,17,9.97260274,12,8.791173706,96.13173203,297.6422406,1340.69863,0.322977451,25.21113405,495.0621064,916.0410959,36.33478343,0.290850979,0.099923258,4,25.31506849,0.175211487,0.153537783,23.96839328,4,2.068493151,1,4.199537827,6.583036217,87.0396885,159.6986301,0.07563258,106.4181891,24.74363256,78.82191781,0.740680879,0.081709957
"Ea005AB019770","Mo17","nss","LT1b",75,202,0.179347077,1.333333333,38,0.231245396,0.387744719,33.69907808,16,9.712328767,12,7.792756657,110.1533121,298.1370801,1466.657534,0.36947203,23.11478744,568.4446317,1008.890411,43.646969,0.255587599,0.102485973,2,17.26027397,0.181091974,0.222014227,17.46054698,2,4.136986301,1,3.161964918,3.957215237,47.33280165,94.21917808,0.083604078,102.8503091,14.3871708,44.68493151,0.4344657,0.23968254
"Ea005AB019771","Mo17","nss","LT1b",75,318,0.184481425,1.5,38.34246575,0.182141658,0.441121495,40.68060993,12,8.205479452,8,7.409633736,88.4027022,349.4308501,1192.780822,0.252990548,20.78616116,465.073519,802.4520548,38.6051108,0.214005002,0.123404415,3,11.31506849,0.19894751,0.550669216,11.02911593,3,2.712328767,1,2.194215152,3.574028898,22.3233252,70.17808219,0.160102891,68.61235481,12.92110986,33.32876712,0.485754602,0.239709443
"Ea005AB019772","Mo17","nss","LT1b",75,351,0.203918242,1.375,37.12328767,0.180859424,0.369666547,38.20389754,11,7.739726027,8,6.909534901,83.61080878,270.9532745,1015.712329,0.308580175,16.0210625,435.80259,680.2739726,42.46122707,0.208487085,0.097730596,2,16.02739726,0.214289023,0.496624156,18.27615052,2,0.479452055,1,3.916378447,2.332895478,37.82520173,58.8630137,0.061675692,121.7161152,8.386537938,27.31506849,0.224416204,0.02991453
"Ea005AB019773","Mo17","nss","LT1b",75,473,0.171447525,1.833333333,35.71232877,0.299998487,0.25048965,33.46618438,22,14.10958904,12,10.03980469,119.9926816,404.9803903,1713.684932,0.296292572,24.36521855,612.2688013,1136.739726,46.65419781,0.395090142,0.108421016,3.5,19.54794521,0.269117279,0.137431948,20.24096602,7,7.342465753,2,5.447193699,10.34415463,90.0894164,230.739726,0.114820975,84.31805697,39.96856496,117.3424658,1.391664727,0.375613175
"Ea005AC019784","Mo17","nss","LT1b",50,572,0.182740391,1.428571429,27.28767123,0.215577027,0.456441718,30.01908874,10,9.191780822,7,6.471425901,49.63895665,205.2689998,731.4109589,0.241823932,17.63798947,270.5564408,471.2739726,26.71925695,0.33684739,0.080461565,2,8.356164384,0.268944293,0.294117647,8.864602044,2,0.616438356,1,2.38408413,1.122912366,11.45411897,34.46575342,0.098035682,177.1892007,4.113693502,16.2739726,0.091845172,0.073770492
"Ea005AC019785","Mo17","nss","LT1b",50,774,0.142374682,1.8,32.21917808,0.284597094,0.217183065,28.10320526,18,9.794520548,10,7.998090549,77.65790955,272.3440608,1334.191781,0.28514633,38.43035241,378.2239463,845.6027397,22.0035125,0.303996599,0.103997553,2,18.68493151,0.182750419,0.224349814,16.22981512,4,3.328767123,2,2.966005515,5.255770313,44.04062676,123.1369863,0.119339135,101.940593,19.17342044,58.68493151,0.575677753,0.178152493
"Ea005AC019786","Mo17","nss","LT1b",50,807,0.176903152,1.8,45.71232877,0.136201142,0.581933363,44.89452262,9,11.45205479,5,6.114685234,61.89003565,357.0332145,845.2328767,0.173345317,23.7648805,300.3755863,540.4794521,22.74278013,0.250524423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea005AC019787","Mo17","nss","LT1b",50,988,0.163379553,2.2,37.98630137,0.109500139,0.676170786,45.17752278,11,5.767123288,5,4.946945025,51.75098518,237.9768249,765.2328767,0.217462289,28.23414285,245.1119907,477.5479452,16.91384604,0.151821132,0.127428681,3,12.76712329,0.149529119,0.291771832,11.73217606,3,2.904109589,1,1.754301955,3.831863389,24.94924001,72,0.153586377,60.12054664,14.03345113,35.05479452,0.583075113,0.227467811
"Ea005AC019788","Mo17","nss","LT1b",50,1099,0.18794757,1.5,40.90410959,0.145433799,0.457580071,39.45788552,9,8.534246575,6,5.738510195,63.9771064,300.4746669,851.3972603,0.212920134,18.92568574,331.2855308,561.0684932,29.64587391,0.208640322,0.101289621,2,11.84931507,0.377497097,0.15048909,10.86515859,4,3.98630137,2,4.101565825,3.618127228,37.04109589,88.7260274,0.097678731,105.6930602,13.32997821,41.89041096,0.396340222,0.336416185
"Ea005AD019789","Mo17","nss","LT1b",25,62,0.127784764,1.375,28.93150685,0.187790279,0.379695886,32.73226537,11,9.164383562,8,6.146801242,39.32013511,201.9099268,756.630137,0.194740971,51.45677181,169.6198915,422.5205479,8.2111748,0.316761364,0.086412317,1,7.904109589,0.392902334,0.623931624,10.17691802,1,0.150684932,1,3.998534845,1.011822105,18.71270407,29.39726027,0.0540714,165.6516976,3.532858721,13.01369863,0.078560611,0.019064125
"Ea005AD019790","Mo17","nss","LT1b",25,150,0.137525023,1.5,36.67123288,0.104195328,0.515502731,40.48025777,6,6.876712329,4,4.217853743,27.79095515,199.4412648,502.4109589,0.139344058,39.57896038,121.5000714,281.2191781,7.105269451,0.187523347,0.132118189,1.5,17.61643836,0.123696897,0.18715158,16.33993274,3,1.657534247,2,2.021198979,5.979921186,44.82961156,111.3424658,0.133392215,50.36974901,25.42678321,61.26027397,1.216211619,0.094090202
"Ea005AD019791","Mo17","nss","LT1b",25,267,0.137761076,1.5,29.46575342,0.188835841,0.560165208,32.0889769,9,8.452054795,6,6.05954893,33.53387127,201.2810096,589.9863014,0.166602261,46.09332605,150.0059167,346.6027397,7.519586228,0.286843329,0.090380594,1,11.32876712,0.223541124,0.533936652,13.80391468,1,1.02739726,1,3.085742597,1.491837118,23.54944643,40.78082192,0.063349137,147.6251016,5.274264361,18.57534247,0.125827805,0.090689238
"Ea005AD019792","Mo17","nss","LT1b",25,388,0.182616833,2,29.28767123,0.154541791,0.66600168,31.97861748,6,7.821917808,3,4.942032809,25.37211484,154.9577782,348.7808219,0.163735665,21.20779465,124.6989052,217.3561644,10.24888103,0.26707203,0.095931533,1,11.64383562,0.103647184,0.48480663,13.13607785,1,0.109589041,1,1.361517481,1.211859636,9.748264215,30.06849315,0.124315428,132.1851314,4.43809773,14.7260274,0.111404568,0.009411765
"Ea005AD019793","Mo17","nss","LT1b",25,559,0.133303077,1.714285714,30.09589041,0.229223671,0.305433248,31.50063708,12,9.452054795,7,7.220691667,40.39857384,244.293207,738.5753425,0.165369207,46.3707462,180.2893668,430.5068493,9.284018148,0.314064634,0.087153779,1,9.02739726,0.334838904,0.389121339,11.4515848,1,0.150684932,1,3.834436103,1.111465566,18.05000938,32.57534247,0.061577008,159.7322766,3.735705009,13.64383562,0.085416898,0.016691958
"Ea006AA019804","NC350","ts","LT1b",100,622,0.231922775,1.571428571,31.32876712,0.211512032,0.262429731,27.62402952,11,9.424657534,7,5.842814629,67.18483768,210.9787953,760.5068493,0.318443555,10.33530724,403.4585772,553.739726,53.57748089,0.300830783,0.147848439,1,15.91780822,0.171945277,0.46327212,20.1784065,1,1.684931507,1,3.469581701,3.17564271,44.31844624,53.16438356,0.0716551,56.89839921,11.15387239,24.01369863,0.422045241,0.105851979
"Ea006AA019805","NC350","ts","LT1b",100,692,0.385417002,1.7,27.47945205,0.510758674,0.256722323,23.73116119,17,13.28767123,10,12.12089643,182.9331957,293.9481141,1078.712329,0.622331585,3.86800987,1317.077108,1087.753425,281.2178513,0.483549352,0.122480777,3,18.24657534,0.160785796,1.191299166,20.91840977,3,2.219178082,1,3.363383156,5.202101708,56.67629949,103.9041096,0.091786192,65.64467395,19.36574004,50.32876712,0.7666847,0.121621622
"Ea006AA019806","NC350","ts","LT1b",100,817,0.162290113,1.7,39.04109589,0.203823086,0.243776508,34.18213296,17,8.821917808,10,6.967107834,94.12610246,259.1061175,1390.315068,0.363272405,27.41085534,470.8843585,923.5753425,33.69378048,0.225964912,0.126128385,4,30.16438356,0.147528007,0.151404917,26.07758155,4,1.876712329,1,3.847173623,11.90185776,109.6090261,227.4383562,0.10858465,58.44715938,49.80732897,125.6986301,2.150637114,0.062216167
"Ea006AA019807","NC350","ts","LT1b",100,952,0.170864737,1.466666667,36.90410959,0.32076466,0.186917189,31.39999241,22,13.26027397,15,10.07200788,141.8723963,345.3002439,1942.90411,0.410866771,25.42276187,752.2229806,1401.342466,55.12156677,0.359317001,0.123787842,3,17.68493151,0.172582785,1.009264025,21.16019391,3,1.780821918,1,3.6518852,5.524113342,51.77650591,106.7260274,0.106691505,64.25128351,20.79767633,53.47945205,0.832348385,0.100697134
"Ea006AA019808","NC350","ts","LT1b",100,1084,0.170990167,1.615384615,36.05479452,0.310229839,0.181137665,31.0488168,21,13.31506849,13,9.632269433,123.8776506,375.0440983,1735.205479,0.33030156,24.75598677,657.1789602,1223.383562,49.41768522,0.369300912,0.151803023,1,18.98630137,0.081670633,0.445153061,21.16885958,1,1.232876712,1,1.728874169,4.019328204,30.84096453,61.4109589,0.130324335,48.56358184,14.79706691,31.02739726,0.63890257,0.064935065
"Ea006AB019809","NC350","ts","LT1b",75,82,0.123563429,1.571428571,48.93150685,0.120861664,0.363563783,48.6810465,11,7.726027397,7,5.883672268,63.53706136,337.2541753,1280.534247,0.188395181,50.96865575,290.6236623,748.6712329,14.68885577,0.157894737,0.099536507,3,27.49315068,0.208670997,0.177456342,27.05660372,3,4.616438356,1,5.645928463,7.665040345,116.4796397,188.5890411,0.065805838,100.8285482,28.58877933,91.42465753,0.906733849,0.167912307
