"plantbarcode","genotype","Subpop.","Exp","treatment","image_id","Average.Root.Width..Diameter.","Network.Bushiness","Network.Depth","Ellipse.Axes.Ratio","Network.Length.Distribution","Major.Ellipse.Axis","Maximum.Number.of.Roots","Network.Width","Median.Number.of.Roots","Minor.Ellipse.Axis","Network.Area","Network.Convex.Area","Network.Perimeter","Network.Solidity","Specific.Root.Length","Network.Surface.Area","Network.Length","Network.Volume","Network.Width.to.Depth.Ratio","Average.Root.Width..Diameter._Excised","Network.Bushiness_Excised","Network.Depth_Excised","Ellipse.Axes.Ratio_Excised","Network.Length.Distribution_Excised","Major.Ellipse.Axis_Excised","Maximum.Number.of.Roots_Excised","Network.Width_Excised","Median.Number.of.Roots_Excised","Minor.Ellipse.Axis_Excised","Network.Area_Excised","Network.Convex.Area_Excised","Network.Perimeter_Excised","Network.Solidity_Excised","Specific.Root.Length_Excised","Network.Surface.Area_Excised","Network.Length_Excised","Network.Volume_Excised","Network.Width.to.Depth.Ratio_Excised"
"Ea013AD020110","CML52","ts","LT1b",25,127,0.136718769,1.75,36.02739726,0.104791744,0.228163436,32.70643331,7,3.739726027,4,3.427364176,28.02233064,170.9486771,537.7260274,0.163922477,36.11191983,138.6567527,322.8219178,8.939483675,0.103802281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea013AD020111","CML52","ts","LT1b",25,258,0.15635419,1.75,31.69863014,0.115799425,0.349071581,27.83606064,7,4.712328767,4,3.223399819,27.05441922,127.7607431,437.8082192,0.211758468,29.35548132,131.5073395,267.7260274,9.120137547,0.148660328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea013AD020112","CML52","ts","LT1b",25,380,0.155909799,1.75,34.91780822,0.115661028,0.326952348,28.46789013,7,3.616438356,4,3.292625446,31.52204916,109.9207168,482.9726027,0.286770775,33.19221364,152.0878322,310.5068493,9.354809916,0.103570028,0.078718295,2,8.438356164,0.2523693,0.415311005,11.42277835,2,0.821917808,1,2.882758576,1.419403265,20.05235504,45.56164384,0.070784866,184.8094537,5.010382301,20.26027397,0.109627909,0.097402597
"Ea013AD020113","CML52","ts","LT1b",25,526,0.126068387,1.6,39.94520548,0.15661536,0.371245734,44.68581723,8,12.56164384,5,6.998485357,39.26534059,389.5952336,766.6438356,0.100784961,52.92147155,174.35666,440.2328767,8.318606113,0.314471879,0.107607888,4,23.69863014,0.088781225,0.120678617,17.87491174,4,1.712328767,1,1.586956558,7.588102834,41.95824733,166.0410959,0.180848899,79.83187299,32.42598871,95.91780822,1.201497655,0.072254335
"Ea014AA020124","OH7B","nss","LT1b",100,653,0.157363359,2.285714286,41.57534247,0.181045066,0.116890892,36.88716267,16,9.109589041,7,6.678238799,84.35954213,297.4388253,1285.39726,0.283619807,28.7899561,429.5344009,868.8493151,30.17890378,0.219110379,0.104184025,3.5,23.79452055,0.224342663,0.191509434,19.64422088,7,6.301369863,2,4.407036816,12.49559017,100.1502158,297.6849315,0.12476848,86.88136306,50.96074837,155.6986301,1.792083189,0.26482441
"Ea014AA020125","OH7B","nss","LT1b",100,733,0.204746664,1.538461538,34.49315068,0.295375338,0.339933256,30.30661685,20,10.05479452,13,8.951827196,133.2373804,310.7756615,1554.246575,0.428725273,15.56277917,739.4156206,1149.534247,73.86432937,0.291501191,0.181355006,1,11.26027397,0.379431033,0.462406015,14.70763617,1,2.465753425,1,5.580533588,3.282604616,38.92690936,43.94520548,0.084327389,36.18902853,12.12851348,21.28767123,0.588235498,0.218978102
"Ea014AA020127","OH7B","nss","LT1b",100,1008,0.233332016,1.5,32.61643836,0.27739362,0.187892241,27.79118893,15,10.06849315,10,7.709098514,93.96941265,237.2416964,1126.589041,0.396091472,7.745059338,591.1066877,806.3835616,104.1158662,0.308693826,0.087211048,1.75,34.15068493,0.145384593,0.12891791,31.04212107,7,4.082191781,4,4.513046134,17.08613248,146.4081441,484.1232877,0.116702063,130.3190553,68.10882028,248.5890411,1.907541768,0.119534697
"Ea014AA020128","OH7B","nss","LT1b",100,1105,0.182396854,1.8,45.78082192,0.108324774,0.641338101,44.9504936,9,6.726027397,5,4.869252049,56.1634453,280.0029086,766.9178082,0.20058165,20.73011426,273.7684999,477.7671233,23.04700868,0.146918013,0.146902131,2,16.69863014,0.213893428,1.069514238,19.54678163,2,1.821917808,1,4.180928136,4.198911616,46.0400638,68.15068493,0.091201255,51.59520828,15.62168422,33.84931507,0.656055401,0.109105824
"Ea014AB020129","OH7B","nss","LT1b",75,33,0.162506699,1.416666667,35.91780822,0.24816459,0.278944534,30.50262765,17,10.01369863,12,7.569672096,96.89116157,272.5959842,1493.150685,0.355438698,24.71555971,514.774943,1008.315068,40.79677258,0.278794813,0.104502583,1.5,18.17808219,0.14170688,0.19876647,19.54165799,3,1.520547945,2,2.769187386,4.982735973,53.93282042,116,0.092387825,88.15451072,19.23055135,58.57534247,0.664462226,0.083647325
"Ea014AB020130","OH7B","nss","LT1b",75,153,0.169852634,1.428571429,38.26027397,0.130229541,0.236640595,39.95913376,10,8.97260274,7,5.203859638,65.0647401,289.9058923,941.1369863,0.224434004,24.1689145,330.4347951,619.2465753,25.62161306,0.234514859,0.12685325,1.5,30.76712329,0.162337429,0.163328101,28.07284851,6,5.246575342,4,4.55727406,22.4255958,127.7480766,434.739726,0.175545467,50.52934659,101.1370477,253.7808219,5.022444164,0.170525379
"Ea014AB020131","OH7B","nss","LT1b",75,332,0.202384204,1.571428571,34.06849315,0.187362896,0.347487075,31.02449536,11,11.61643836,7,5.812839299,70.33777444,277.3523175,924.3424658,0.253604423,13.23674803,415.3485835,653.260274,49.35202153,0.34097306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea014AB020132","OH7B","nss","LT1b",75,345,0.156025172,1.666666667,41.79452055,0.275273488,0.285501972,38.19720286,20,12.09589041,12,10.51467727,118.8795271,421.7734096,1946.041096,0.281856382,27.05341772,621.2907055,1267.506849,46.85200451,0.289413307,0.088569266,2,27.95890411,0.186285537,0.185281837,27.62121551,4,3.904109589,2,5.145432972,8.935822856,128.4995309,251.3150685,0.069539731,123.8452304,34.6247929,124.4383562,1.00478925,0.139637433
"Ea014AB020133","OH7B","nss","LT1b",75,528,0.166474785,1.3,41.47945205,0.150690986,0.297432686,40.1260766,13,6.917808219,10,6.046638035,92.72452618,311.1752674,1369.205479,0.297981671,24.6628363,475.0236191,908.2739726,36.82763659,0.16677675,0.088749273,2,20.63013699,0.114014367,0.30339562,20.26146465,4,2.068493151,2,2.310098073,6.639894915,47.3329893,182.6712329,0.14028049,131.7675407,24.76479979,88.82191781,0.67408041,0.100265604
"Ea014AC020144","OH7B","nss","LT1b",50,592,0.113876008,1.3,36.47945205,0.157235074,0.407714641,34.39583705,13,7.01369863,10,5.408231967,55.53499719,216.0056296,1205.876712,0.257099768,64.34201433,249.4952849,697.3972603,10.83890934,0.192264364,0.101609849,3,28.19178082,0.158559817,0.08646725,24.97110127,6,4.219178082,2,3.959413251,11.75455057,99.91893413,287.3013699,0.117640872,83.63084252,49.39114035,154.7260274,1.850107242,0.149659864
"Ea014AC020145","OH7B","nss","LT1b",50,703,0.10739005,1.5,43.80821918,0.15894159,0.470659176,42.02038366,12,6.397260274,8,6.678786588,52.43723025,329.9770126,1228.794521,0.158911767,69.52213735,230.9868786,684.6575342,9.848050712,0.146028768,0.107608323,3,16.53424658,0.270663325,0.206300185,17.57016069,3,1.356164384,1,4.755598108,4.505535748,49.86254457,102.6712329,0.090359122,84.23784977,18.08860659,53.50684932,0.635187739,0.082021541
"Ea014AC020146","OH7B","nss","LT1b",50,824,0.220531355,1.5,36.28767123,0.114126076,0.300861285,41.78391692,6,5.410958904,4,4.768634478,39.77857009,183.9424845,530.6849315,0.216255479,9.596233302,230.7184452,333.0136986,34.70254298,0.149112873,0.093282451,3,24.19178082,0.092578917,0.156928918,21.47096532,3,1.520547945,1,1.987758715,5.54907112,42.5078814,147.6438356,0.130542171,106.8032636,22.01930419,75.1369863,0.703508336,0.062853907
"Ea014AC020147","OH7B","nss","LT1b",50,1021,0.125745928,1.5,41.52054795,0.146113116,0.418902577,38.25340202,9,6.452054795,6,5.589323761,44.74854569,226.5103209,873.9041096,0.197556321,51.83120447,203.1871257,514.3424658,9.923413338,0.155394259,0.110149045,3,10.47945205,0.427855332,0.290580096,9.927025966,3,1.616438356,1,4.247330992,2.823043723,29.90814412,64.83561644,0.094390468,76.68631209,11.49053798,33.20547945,0.433003994,0.154248366
"Ea014AC020148","OH7B","nss","LT1b",50,1121,0.097418634,1.5,38.65753425,0.085145036,0.44615816,43.4326575,3,4.136986301,2,3.698075204,10.96340777,148.4671608,283.2465753,0.073843992,91.54843503,43.24104448,141.2876712,1.543310611,0.107016301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea014AD020149","OH7B","nss","LT1b",25,47,0.132176487,1.4,35.01369863,0.156430695,0.455566173,36.21872225,7,7.97260274,5,5.6657199,30.22180522,192.5487896,575.9863014,0.15695661,43.39279979,138.5779577,333.7260274,7.690815734,0.227699531,0.081679986,2,14.93150685,0.448619565,0.318912923,15.35499786,2,3.205479452,1,6.888552453,2.363295177,55.23681741,71.01369863,0.042784782,171.1531783,8.359003706,32.57534247,0.190328586,0.214678899
"Ea014AD020150","OH7B","nss","LT1b",25,142,0.128498734,1.571428571,25.30136986,0.171978735,0.504174303,26.3070209,11,6.150684932,7,4.524248164,34.32257459,120.6690749,658.9589041,0.284435549,49.73938796,163.4007144,404.7671233,8.137758423,0.243096914,0.081155037,3,17.60273973,0.191259578,0.260199165,20.03338614,3,2.136986301,1,3.831576986,3.653030587,69.96575342,112.5342466,0.052211695,161.9292002,13.70126922,53.73972603,0.331871744,0.121400778
"Ea014AD020151","OH7B","nss","LT1b",25,299,0.129056027,1.5,36.05479452,0.103512071,0.467078327,40.60776451,6,5.931506849,4,4.20339379,26.39106774,235.711672,526.630137,0.111963347,43.24525801,121.399172,299.4246575,6.923872612,0.164513678,0.078623107,3,22,0.250350188,0.22158577,22.68891099,3,1.328767123,1,5.68017314,3.680427848,74.93469694,117.7260274,0.049115136,167.4413445,13.71029031,55.50684932,0.331500261,0.060398506
"Ea014AD020152","OH7B","nss","LT1b",25,403,0.134743066,1.5,34.46575342,0.142804901,0.493232241,33.96784976,9,7.424657534,6,4.850775433,35.98179771,200.9942766,670.4794521,0.179019017,40.05315711,170.1639469,401.9863014,10.03631999,0.215421304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea014AD020153","OH7B","nss","LT1b",25,504,0.102173469,1.8,38.80821918,0.113131381,0.476539926,48.70562382,9,6.410958904,5,5.510134502,32.9921186,271.0790955,800.7260274,0.121706613,83.48896617,141.5554514,441,5.282135116,0.165195905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AA020164","CML247","ts","LT1b",100,635,0.225025746,1.5,30.32876712,0.243742833,0.268715968,28.43424174,12,7.98630137,8,6.930642628,79.39144305,210.3994183,890.4931507,0.377336799,12.61215936,457.6414696,647.3561644,51.32794043,0.2633243,0.192655141,1,5.287671233,0.098555806,0.534285714,6.171434052,1,0.164383562,1,0.60823066,1.24863952,3.063145055,15.79452055,0.407633167,32.67329556,4.452274167,7.356164384,0.225143018,0.031088083
"Ea015AA020165","CML247","ts","LT1b",100,795,0.225951902,1.8,47.87671233,0.08408627,0.561803311,51.06483913,9,5.520547945,5,4.293851837,81.69919309,248.8332708,906.7808219,0.328329057,12.19895857,460.3710037,648.5479452,53.16420589,0.115307582,0.094914657,3,19.1369863,0.134606263,0.284291406,20.79983794,3,3.698630137,1,2.799788448,4.977857009,58.82576468,128.1780822,0.084620354,116.474428,18.43425664,61.82191781,0.530776745,0.193271296
"Ea015AA020166","CML247","ts","LT1b",100,839,0.124771787,1.333333333,36.2739726,0.153911458,0.343299924,39.80140813,8,6.657534247,6,6.125892735,40.15819103,212.7687183,760.6849315,0.188741049,56.96743674,171.2800816,436.9589041,7.670327631,0.183534743,0.108998251,2,24.12328767,0.113342119,0.163459809,23.48559038,4,1.821917808,2,2.661906568,7.756051792,51.41433665,171.739726,0.150853873,84.28914258,30.34006831,88.60273973,1.05117619,0.07552527
"Ea015AA020167","CML247","ts","LT1b",100,933,0.179959855,1.8,50.8630137,0.116941047,0.669189273,53.45500205,9,7.849315068,5,6.25108391,67.59542128,329.617189,902.5890411,0.205072501,23.70990915,333.0980495,589.1780822,24.84944495,0.15432265,0.125553578,3,15.68493151,0.292612267,0.620492524,18.26160749,3,3.904109589,1,5.34357037,5.313942578,62.94867705,101.2876712,0.084417065,64.48810385,19.91102407,50.47945205,0.782771535,0.248908297
"Ea015AA020168","CML247","ts","LT1b",100,1093,0.141580269,1.428571429,41.06849315,0.126788258,0.249864188,41.76826875,10,5.945205479,7,5.295726042,52.47025708,223.7977106,925.4794521,0.234453949,35.27509149,252.3285766,567.3013699,16.08220832,0.144763176,0.103509366,2,17.4109589,0.303046176,0.408560311,17.74195717,2,3.383561644,1,5.37663227,4.286357666,62.55301182,100.1506849,0.068523602,98.21515408,16.12557586,49.5890411,0.504902136,0.194335169
"Ea015AB020169","CML247","ts","LT1b",75,108,0.138617752,2,33.67123288,0.143094171,0.168006192,37.42452319,6,11.1369863,3,5.355231112,25.23437793,224.3969788,441.6164384,0.112454179,42.34990107,117.0368788,268.7534247,6.34602249,0.330756713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AB020170","CML247","ts","LT1b",75,169,0.157755039,1.4,52.20547945,0.099049083,0.229849341,59.10679459,7,7.424657534,5,5.854473829,56.18052167,449.6661663,873.9589041,0.12493829,30.30138132,266.016109,536.7534247,17.71382694,0.14221989,0.090700362,2.5,14.78082192,0.401448351,0.114511986,11.95763148,5,4.97260274,2,4.800371437,5.137549259,57.65218615,140.8082192,0.089112826,118.9866162,20.32467509,71.32876712,0.599468826,0.336422614
"Ea015AB020171","CML247","ts","LT1b",75,263,0.150571352,1.666666667,48.28767123,0.138182034,0.34830938,61.34868406,10,7.246575342,6,8.477285949,75.70238319,446.916307,1196.178082,0.169388277,36.3699835,356.7323255,754.1369863,20.73514788,0.150070922,0.126796667,3.5,28.60273973,0.153630307,0.064070517,19.22818374,7,4.315068493,2,2.954031775,19.49483956,74.27143929,364.5205479,0.262480972,56.52054705,88.25763556,221.5616438,3.920019451,0.150862069
"Ea015AB020172","CML247","ts","LT1b",75,444,0.222862864,2,51.20547945,0.092872838,0.412109624,58.63905718,6,9.726027397,3,5.445975646,58.62075436,431.0050666,675.4794521,0.136009432,12.2404441,318.7191291,455.2191781,37.18975998,0.189941145,0.09929883,4,23.32876712,0.211212889,0.152104107,22.89301249,4,3.109589041,1,4.835299313,7.245074123,91.35147307,177.7123288,0.079309877,98.33573419,29.1316066,93.38356164,0.949640153,0.133294187
"Ea015AB020173","CML247","ts","LT1b",75,508,0.173511825,1.571428571,53.43835616,0.108988843,0.242177104,61.07745983,11,8.917808219,7,6.656761669,92.29367611,433.1754551,1425.589041,0.213063033,17.44907324,487.9124123,895.0821918,51.29683275,0.166880287,0.102545935,4,20.97260274,0.291848482,0.076962899,17.15116655,8,5.821917808,2,5.005541928,13.63220116,109.8986677,327.4657534,0.124043371,92.16982871,55.08452891,170.9863014,1.855122265,0.277596342
"Ea015AC020184","CML247","ts","LT1b",50,603,0.148215962,1.75,31.42465753,0.18808676,0.240452394,32.90341145,7,7.123287671,4,6.188696043,31.26064928,205.3006193,528.9589041,0.152267681,34.8104239,150.4125963,323.0273973,9.279616881,0.226678291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AC020185","CML247","ts","LT1b",50,687,0.146122166,1.5,46.2739726,0.107007197,0.344854071,47.80472423,6,7.876712329,4,5.11544953,38.48864703,283.0289923,616.3424658,0.135988355,39.63581538,176.1518591,383.7260274,9.681295154,0.170219065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AC020186","CML247","ts","LT1b",50,857,0.175203064,1.4,43.61643836,0.096251695,0.351845619,49.5133686,7,8.04109589,5,4.765745628,55.02139238,351.1473072,743.8082192,0.156690344,25.11570391,272.5467252,495.1643836,19.71532971,0.184359297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AD020189","CML247","ts","LT1b",25,15,0.116351791,2.333333333,34.76712329,0.117978147,0.160002164,33.47219547,7,3.917808219,3,3.948987595,24.21917808,161.4185588,507.0547945,0.150039613,66.12374704,107.3356107,293.6438356,4.440822681,0.112687155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AD020190","CML247","ts","LT1b",25,224,0.124633981,3.5,35.21917808,0.100142386,0.187935035,40.38920991,7,5.410958904,2,4.044671855,22.15387502,186.7205855,435.4246575,0.118647202,55.98221892,98.85276331,252.4657534,4.509748958,0.153636717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AD020191","CML247","ts","LT1b",25,338,0.139099209,1.6,20.45205479,0.344992422,0.302018695,17.56905157,8,8.123287671,5,6.061189659,21.42034153,115.7389754,399.3972603,0.185074574,35.74756705,99.2273538,227.0684932,6.351998524,0.397186872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AD020192","CML247","ts","LT1b",25,384,0.151525979,2,36.94520548,0.087413075,0.264442145,33.66725847,4,2.520547945,2,2.942958583,19.87952712,125.7803528,315.4246575,0.158049542,34.2081869,95.5978405,200.8219178,5.870580583,0.068223953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea015AD020193","CML247","ts","LT1b",25,554,0.107344833,1.6,43.35616438,0.093902607,0.519893355,44.65409492,8,5.246575342,5,4.193135944,32.63313943,201.3835616,751.9315068,0.162044703,74.851229,136.8937996,405.9315068,5.423177579,0.121011059,0.103744245,1.5,22.06849315,0.202251713,0.235282217,25.43250631,3,4.863013699,2,5.143767976,7.003190092,110.9483017,164.4520548,0.063121201,92.78633044,27.24798524,83.60273973,0.901024314,0.220360025
"Ea016AA020204","Ms71","nss","LT1b",100,642,0.25577958,1.714285714,43.56164384,0.161070728,0.326382792,45.85540455,12,14.15068493,7,7.38596341,113.0487896,474.455714,1186.808219,0.238270478,7.185491834,664.9694881,827.5342466,115.1673769,0.324842767,0.088534394,3,19.16438356,0.221606441,0.093221703,14.79695613,6,4.246575342,2,3.279100791,6.607055733,57.06905611,184.7260274,0.115772998,129.2163154,25.87073729,93.01369863,0.719829368,0.221586848
"Ea016AA020205","Ms71","nss","LT1b",100,729,0.222918653,1.307692308,32.83561644,0.304900209,0.255609904,29.83143867,17,10.04109589,13,9.095611887,148.1940327,266.1331394,1527.438356,0.556841711,13.64705172,871.5333555,1244.479452,91.19035212,0.305798915,0.152033386,2,17.38356164,0.286762774,1.360599864,18.89877542,2,2.95890411,1,5.419465266,6.14224057,59.64618127,95.67123288,0.102977935,45.71321115,22.53352437,47.17808219,1.032044807,0.170212766
"Ea016AA020206","Ms71","nss","LT1b",100,876,0.236677089,1.384615385,36.65753425,0.334786666,0.241645244,30.26238797,18,12.08219178,13,10.13144397,168.5158566,338.2507975,1700.410959,0.498197958,11.22783237,1013.062066,1362.479452,121.3483963,0.329596413,0.108805506,1.666666667,16.75342466,0.334378997,0.351824195,18.53764896,5,3.452054795,3,6.198600457,7.885531995,90.59373241,175,0.087042798,79.67963938,29.66832666,86.79452055,1.089293591,0.206050695
"Ea016AA020207","Ms71","nss","LT1b",100,995,0.308723406,1.5,32.57534247,0.248336331,0.317000355,30.17599552,15,8.904109589,10,7.493796006,128.2983674,251.8938825,1111.753425,0.509334987,4.591006717,838.1252185,864.1506849,188.2268396,0.27333894,0.151227179,3,17.95890411,0.223319266,0.496716212,17.8410705,3,2.684931507,1,3.984254776,7.248264215,52.98601989,116.2191781,0.136795786,41.80318804,28.13468763,59.21917808,1.416618704,0.149504195
"Ea016AA020208","Ms71","nss","LT1b",100,1046,0.256719794,1.5,37.64383562,0.330984574,0.247252541,32.45799379,18,14.71232877,12,10.74309525,176.801276,467.3411522,1764.767123,0.378313091,8.255854687,1102.000664,1366.383562,165.5047979,0.390829694,0.106891821,4,17.8630137,0.279064454,0.273748723,17.19057875,4,2.671232877,1,4.797279467,4.718896603,55.71711391,107.3150685,0.084693845,88.93222238,17.20914117,51.24657534,0.576243053,0.149539877
"Ea016AB020209","Ms71","nss","LT1b",75,16,0.149307199,2,37.65753425,0.255979816,0.193690083,33.51500542,20,12.57534247,10,8.579164929,93.10471008,337.1947833,1603.561644,0.276115512,30.39049698,478.4436483,1020,33.56312339,0.333939614,0.098590927,1,9.671232877,0.098198599,0.498387097,11.22694129,1,0.164383562,1,1.102469905,1.091762057,7.265997373,25.93150685,0.150256324,123.9645983,3.941664707,12.7260274,0.102658562,0.016997167
"Ea016AB020210","Ms71","nss","LT1b",75,168,0.210457939,1.428571429,39.16438356,0.181467537,0.274492064,38.29695463,10,7.205479452,7,6.949654041,76.45299306,285.4019516,962.5616438,0.267878312,12.8322184,446.445824,675.2328767,52.62012035,0.183980413,0.108109567,3,22.15068493,0.193525551,0.101310362,19.049016,6,3.98630137,2,3.686471318,9.981234753,81.13998874,224.6575342,0.123012523,80.15795457,42.22655272,124.3287671,1.551047152,0.179962894
"Ea016AB020211","Ms71","nss","LT1b",75,319,0.185307902,1.583333333,34.35616438,0.314528873,0.233964772,27.59443185,19,11.01369863,12,8.679245561,116.8373053,276.0971102,1543.109589,0.423174677,19.07986961,651.1680694,1118.534247,58.62378881,0.320574163,0.126494357,2,18.47945205,0.177945836,0.580608147,21.97995142,2,1.479452055,1,3.911240837,4.234565585,66.5629574,80.65753425,0.06361745,70.16129193,14.99753094,37.73972603,0.537899531,0.080059303
"Ea016AB020212","Ms71","nss","LT1b",75,353,0.235556355,1.714285714,33.35616438,0.219354781,0.226408109,29.40249707,12,8.260273973,7,6.449578295,89.24901482,214.9044849,946.7808219,0.415296195,11.22480129,537.2560555,726,64.6782051,0.247638604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea016AB020213","Ms71","nss","LT1b",75,519,0.226079754,1.666666667,41.24657534,0.143174312,0.23953271,40.09276463,10,7.232876712,6,5.740253994,90.48001501,298.1489022,998.9726027,0.303472575,12.23319472,516.1672488,726.739726,59.40719025,0.175357024,0.105534424,1.75,34.05479452,0.106807119,0.174718654,31.4213371,7,3.684931507,4,3.356022488,21.85325577,134.2816664,501.1232877,0.162741917,85.81136959,93.86844166,283.1232877,3.29936801,0.108205953
"Ea016AC020224","Ms71","nss","LT1b",50,621,0.196925962,1.5,27.65753425,0.121913513,0.222981069,27.58684167,6,5.589041096,4,3.363208766,30.90335898,132.8392757,418.1369863,0.232637214,16.09526445,172.9793536,279.6027397,17.37173941,0.202080238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea016AC020225","Ms71","nss","LT1b",50,772,0.199025937,1.333333333,30.64383562,0.264993372,0.28442264,29.55759875,16,8.356164384,12,7.832567758,101.5128542,229.0922312,1298.931507,0.443109108,14.75818723,585.259012,936.0273973,63.42427987,0.272686634,0.093542011,2,21.4109589,0.075914371,0.261675315,22.99736043,2,1.547945205,1,1.745830142,3.683430287,33.57280916,94.05479452,0.109714688,124.184339,13.69518886,46.60273973,0.375270667,0.072296865
"Ea016AC020226","Ms71","nss","LT1b",50,869,0.122077842,1.4,35.87671233,0.173372886,0.524911376,40.34875241,7,7.876712329,5,6.995379667,31.12760368,261.2462939,614.7945205,0.119150413,65.76734742,124.1865565,323.8082192,4.923540813,0.219549446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea016AC020227","Ms71","nss","LT1b",50,936,0.212651497,1.5,35.30136986,0.17482687,0.333190761,35.71624858,12,8.794520548,8,6.244159929,85.01444924,273.7119535,1006.09589,0.310598234,13.88717946,484.6578288,725.4657534,52.23996387,0.249126892,0.147294606,1,17.46575342,0.248232519,0.582222222,22.02719501,1,0.739726027,1,5.467866097,3.775192344,66.05038469,62.28767123,0.057156251,54.60711209,13.5335501,29.24657534,0.535581799,0.042352941
"Ea016AC020228","Ms71","nss","LT1b",50,1065,0.130106846,2,35.89041096,0.218768675,0.106338339,31.86278683,18,8.671232877,9,6.970579642,72.57571777,271.0688685,1346.383562,0.267739037,48.35420286,336.5912234,823.4794521,17.03015257,0.241603053,0.080865497,2,16.97260274,0.101114739,0.278918378,18.22134131,2,1.849315068,1,1.842446162,2.453180709,26.59467067,74.89041096,0.09224332,174.7966074,8.884665645,34.97260274,0.200075981,0.108958838
"Ea016AD020229","Ms71","nss","LT1b",25,94,0.111287685,1.4,31.45205479,0.224844548,0.83248319,28.00914961,7,6.328767123,5,6.297704573,19.83636705,192.9669732,444.2054795,0.102796695,80.21022057,75.70482754,216.5342466,2.699584231,0.201219512,0.090360782,1,10.63013699,0.064806081,0.528505393,13.2123098,1,0.123287671,1,0.856238019,1.11784575,7.244980296,30.45205479,0.154292449,151.2950186,3.857613066,13.5890411,0.089818166,0.011597938
"Ea016AD020230","Ms71","nss","LT1b",25,159,0.125251463,1.6,45.34246575,0.098524905,0.528657279,46.4165927,8,6.739726027,5,4.573190391,42.25652092,314.088009,818.5616438,0.134537199,54.70917669,183.7324475,466.9315068,8.534793157,0.148640483,0.074650744,1,26,0.115903734,0.616525424,32.76716159,1,1.575342466,1,3.797836371,2.786451492,78.69356352,93.61643836,0.035408887,210.0724869,9.80495673,41.80821918,0.199018062,0.060590095
"Ea016AD020231","Ms71","nss","LT1b",25,316,0.125546307,1.571428571,27.21917808,0.158908723,0.32051335,28.83670275,11,5.616438356,7,4.582403609,37.9506474,137.6231,735.5890411,0.27575783,53.22685651,172.8944031,438.3561644,8.235620007,0.206341218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea016AD020232","Ms71","nss","LT1b",25,400,0.114788906,1.5,45.32876712,0.133953894,0.76424482,54.8401637,6,7.684931507,4,7.346053492,30.50816288,280.4647213,655.3835616,0.108777185,68.14025297,127.8422544,354.5068493,5.202605418,0.169537625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ea016AD020233","Ms71","nss","LT1b",25,509,0.121709862,1.5,28.16438356,0.125289825,0.475519113,31.08067121,9,4.123287671,6,3.894091866,29.87239632,141.0206418,577.3561644,0.211829956,62.37551567,131.0142596,342.6438356,5.493242532,0.146400778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
